id,time,latitude,longitude,depth,mag,magType,place,status,tsunami,sig,net,nivel_risco
us6000t047,2026-05-25T18:53:07,-17.3742,167.783,35.0,4.7,mb,"69 km NW of Port-Vila, Vanuatu",reviewed,0,340,us,moderado
us6000t04w,2026-05-25T22:03:22,-22.4721,-68.8235,114.8,4.7,mb,"10 km E of Calama, Chile",reviewed,0,340,us,moderado
us7000si2c,2026-05-04T03:37:08,3.0874,126.507,52.7,4.7,mb,"224 km NW of Tobelo, Indonesia",reviewed,0,340,us,moderado
us7000si3e,2026-05-04T06:41:06,-4.2366,152.7379,67.6,4.7,mb,"53 km ENE of Kokopo, Papua New Guinea",reviewed,0,340,us,moderado
us7000si3t,2026-05-04T08:22:01,-26.9994,-71.2877,17.4,4.7,mwr,"103 km WNW of Copiapó, Chile",reviewed,0,340,us,moderado
us6000svkh,2026-05-04T09:27:24,-23.7882,-13.3991,10.0,4.7,mb,southern Mid-Atlantic Ridge,reviewed,0,340,us,moderado
us7000siar,2026-05-05T02:38:45,53.4439,-165.5159,43.6,4.7,mwr,"78 km SSE of Akutan, Alaska",reviewed,0,340,us,moderado
us6000svke,2026-05-06T07:40:09,-36.7878,177.3073,10.0,4.7,mb,"126 km NW of Hicks Bay, New Zealand",reviewed,0,340,us,moderado
us6000svmu,2026-05-06T11:31:44,-30.1711,-72.16,10.0,4.7,mwr,"82 km WSW of Coquimbo, Chile",reviewed,0,340,us,moderado
us6000svvf,2026-05-07T06:39:17,29.2749,129.4094,10.0,4.7,mb,"93 km NNW of Tatsugō, Japan",reviewed,0,340,us,moderado
us6000svvr,2026-05-07T08:13:51,14.1976,-93.0468,10.0,4.7,mb,"88 km SW of Puerto Madero, Mexico",reviewed,0,340,us,moderado
us6000svzd,2026-05-07T16:54:03,7.4632,-34.6257,10.0,4.7,mb,central Mid-Atlantic Ridge,reviewed,0,340,us,moderado
us6000sw2r,2026-05-07T23:31:15,37.5815,141.427,55.9,4.7,mww,"39 km ENE of Namie, Japan",reviewed,0,340,us,moderado
us6000sw6q,2026-05-08T11:38:55,46.8498,92.8801,10.0,4.7,mb,"158 km SE of Khovd, Mongolia",reviewed,0,340,us,moderado
us6000sw6v,2026-05-08T12:06:02,-2.8549,147.8959,10.0,4.7,mb,"114 km SE of Lorengau, Papua New Guinea",reviewed,0,340,us,moderado
us6000swbu,2026-05-08T20:03:25,51.0534,179.4162,37.0,4.7,mb,"289 km WSW of Adak, Alaska",reviewed,0,340,us,moderado
us6000swq8,2026-05-10T12:24:34,1.2342,120.5431,35.0,4.7,mb,"248 km NNE of Palu, Indonesia",reviewed,0,340,us,moderado
us6000sx7r,2026-05-12T18:10:22,2.9083,127.8786,71.7,4.7,mb,"131 km N of Tobelo, Indonesia",reviewed,0,340,us,moderado
us6000sxef,2026-05-13T10:43:29,23.9567,121.6574,18.2,4.7,mwr,"5 km ESE of Hualien City, Taiwan",reviewed,0,340,us,moderado
us6000sxka,2026-05-14T00:14:01,5.0578,36.842,10.0,4.7,mb,"41 km ENE of Turmi, Ethiopia",reviewed,0,340,us,moderado
us6000sxkm,2026-05-14T02:46:38,-24.2997,-66.9979,182.7,4.7,mb,"69 km W of San Antonio de los Cobres, Argentina",reviewed,0,340,us,moderado
us6000sxky,2026-05-14T02:59:47,0.5784,126.2296,35.0,4.7,mb,"130 km W of Ternate, Indonesia",reviewed,0,340,us,moderado
us6000sxm9,2026-05-14T07:47:44,30.1632,56.5035,10.0,4.7,mb,"27 km NNW of Bardsīr, Iran",reviewed,0,340,us,moderado
us6000sy3u,2026-05-15T21:15:26,-17.9118,-178.6662,572.5,4.7,mb,"214 km E of Levuka, Fiji",reviewed,0,340,us,moderado
us6000sycw,2026-05-16T08:54:02,-53.432,25.1395,10.0,4.7,mb,south of Africa,reviewed,0,340,us,moderado
us6000sy6x,2026-05-16T10:59:47,-22.8968,-66.2495,242.8,4.7,mb,"59 km WSW of Abra Pampa, Argentina",reviewed,0,340,us,moderado
us6000sy8y,2026-05-16T15:47:21,-18.31,-175.3186,210.8,4.7,mb,"145 km WNW of Neiafu, Tonga",reviewed,0,340,us,moderado
ci41461608,2026-05-10T07:10:21,32.9713,-115.5623,14.5,4.7,mw,"3 km WSW of Brawley, CA",reviewed,0,600,ci,moderado
us6000sy13,2026-05-08T21:16:19,-22.9178,179.2297,576.5,4.6,mb,south of the Fiji Islands,reviewed,0,326,us,moderado
us6000swe0,2026-05-09T00:10:26,-2.1824,139.0923,10.0,4.6,mb,"177 km WNW of Abepura, Indonesia",reviewed,0,326,us,moderado
us6000swhc,2026-05-09T16:18:50,24.5333,123.7715,26.7,4.6,mww,"44 km WNW of Ishigaki, Japan",reviewed,0,326,us,moderado
us6000swjc,2026-05-10T01:50:14,5.6797,126.3366,103.7,4.6,mb,"77 km SSE of Pondaguitan, Philippines",reviewed,0,326,us,moderado
us6000swq9,2026-05-10T12:21:22,38.5344,-27.5038,10.0,4.6,mb,"22 km SW of Santa Bárbara, Portugal",reviewed,0,326,us,moderado
us6000swsg,2026-05-10T20:29:54,36.674,26.6993,160.1,4.6,mb,"24 km WSW of Kéfalos, Greece",reviewed,0,326,us,moderado
us6000swuu,2026-05-11T05:35:52,-23.046,-68.633,112.3,4.6,mb,"46 km WSW of San Pedro de Atacama, Chile",reviewed,0,326,us,moderado
us6000sz00,2026-05-11T22:08:39,12.3029,144.4392,10.0,4.6,mb,"109 km SSW of Merizo Village, Guam",reviewed,0,326,us,moderado
us6000sx3g,2026-05-12T06:23:03,52.3443,160.1716,10.0,4.6,mb,"131 km SE of Petropavlovsk-Kamchatsky, Russia",reviewed,0,326,us,moderado
us6000sxcv,2026-05-13T01:31:22,-20.2029,67.6558,10.0,4.6,mb,Mid-Indian Ridge,reviewed,0,326,us,moderado
us6000sxwc,2026-05-13T05:22:28,-2.8372,147.7243,10.0,4.6,mb,"102 km SSE of Lorengau, Papua New Guinea",reviewed,0,326,us,moderado
us6000sxcz,2026-05-13T05:39:54,51.4073,158.4693,56.5,4.6,mb,"137 km E of Ozernovskiy, Russia",reviewed,0,326,us,moderado
us6000sxd9,2026-05-13T07:29:39,-30.153,-179.4729,348.1,4.6,mb,Kermadec Islands region,reviewed,0,326,us,moderado
us6000sxk3,2026-05-13T22:10:16,18.9922,121.2286,35.0,4.6,mb,"42 km N of Namuac, Philippines",reviewed,0,326,us,moderado
us6000sy5n,2026-05-15T18:28:03,-17.9669,169.2681,10.0,4.6,mb,"104 km ESE of Port-Vila, Vanuatu",reviewed,0,326,us,moderado
us6000sy4v,2026-05-16T01:22:16,-32.555,-178.5946,35.0,4.6,mb,south of the Kermadec Islands,reviewed,0,326,us,moderado
us6000sy5s,2026-05-16T06:29:07,-15.5201,-175.0816,287.7,4.6,mb,"145 km WNW of Hihifo, Tonga",reviewed,0,326,us,moderado
us6000syh3,2026-05-16T15:59:41,2.202,-101.0566,10.0,4.6,mb,Galapagos Triple Junction region,reviewed,0,326,us,moderado
us6000szhy,2026-05-16T21:18:02,-17.8762,169.2322,10.0,4.6,mb,"98 km E of Port-Vila, Vanuatu",reviewed,0,326,us,moderado
us6000syd2,2026-05-17T09:38:20,11.0493,95.1108,10.0,4.6,mb,"266 km ESE of Port Blair, India",reviewed,0,326,us,moderado
us6000syfn,2026-05-17T23:21:20,24.4759,123.8664,10.0,4.6,mb,"32 km WNW of Ishigaki, Japan",reviewed,0,326,us,moderado
us6000syk9,2026-05-18T17:04:28,39.7924,143.4021,17.1,4.6,mb,"126 km E of Miyako, Japan",reviewed,0,326,us,moderado
us6000syp2,2026-05-19T03:17:03,-17.7595,-178.7166,564.7,4.6,mb,"211 km E of Levuka, Fiji",reviewed,0,326,us,moderado
us6000sypz,2026-05-19T09:58:03,-22.0278,-179.4962,589.8,4.6,mb,south of the Fiji Islands,reviewed,0,326,us,moderado
us6000syw5,2026-05-20T02:03:24,2.3041,96.2647,10.0,4.6,mb,"23 km SSW of Sinabang, Indonesia",reviewed,0,326,us,moderado
us6000syyd,2026-05-20T12:48:57,1.2853,126.3051,53.9,4.6,mb,"131 km WNW of Ternate, Indonesia",reviewed,0,326,us,moderado
us7000snne,2026-05-20T21:33:46,-57.0566,-25.0426,10.0,4.6,mb,South Sandwich Islands region,reviewed,0,326,us,moderado
us7000sp2l,2026-05-21T00:16:59,-27.7705,-176.3211,10.0,4.6,mb,Kermadec Islands region,reviewed,0,326,us,moderado
us6000szn4,2026-05-21T04:11:58,-33.3927,-109.1318,10.0,4.6,mb,southern East Pacific Rise,reviewed,0,326,us,moderado
us6000szjp,2026-05-22T16:53:58,40.2879,142.2534,62.0,4.6,mb,"42 km ENE of Noda, Japan",reviewed,0,326,us,moderado
us6000szqj,2026-05-23T13:34:13,35.4916,26.5678,10.0,4.6,mww,"33 km WNW of Fry, Greece",reviewed,0,326,us,moderado
us6000szr3,2026-05-23T15:25:37,-38.0567,179.3578,10.0,4.6,mb,"106 km ESE of Hicks Bay, New Zealand",reviewed,0,326,us,moderado
us6000szvg,2026-05-24T04:14:55,-39.5976,-74.0895,22.1,4.6,mb,"64 km WNW of Corral, Chile",reviewed,0,326,us,moderado
us7000spci,2026-05-24T08:24:15,9.1382,126.5366,9.9,4.6,mb,"34 km ENE of La Paz, Philippines",reviewed,0,326,us,moderado
us7000spcn,2026-05-24T15:17:19,13.0965,145.0207,63.8,4.6,mb,"35 km ESE of Inarajan Village, Guam",reviewed,0,326,us,moderado
us7000sntn,2026-05-24T19:15:08,-42.1536,88.5303,10.0,4.6,mb,southeast Indian Ridge,reviewed,0,326,us,moderado
us6000t059,2026-05-25T23:31:55,53.37,159.633,79.6,4.6,mb,"75 km ENE of Petropavlovsk-Kamchatsky, Russia",reviewed,0,326,us,moderado
us7000snly,2026-05-26T14:05:54,32.6454,73.2947,33.0,4.6,mb,"12 km NE of Malakwal City, Pakistan",reviewed,0,326,us,moderado
us7000snnm,2026-05-26T16:42:41,-19.9753,-69.2025,114.8,4.6,mb,"59 km E of Huara, Chile",reviewed,0,326,us,moderado
us7000snst,2026-05-27T04:17:23,-30.6441,-71.8887,26.2,4.6,mwr,"66 km W of Ovalle, Chile",reviewed,0,326,us,moderado
us7000sntj,2026-05-27T05:57:11,50.8905,178.7464,14.3,4.6,mb,"Rat Islands, Aleutian Islands, Alaska",reviewed,0,326,us,moderado
us7000snud,2026-05-27T07:38:53,41.5783,143.6801,38.5,4.6,mb,"84 km SSE of Hiroo, Japan",reviewed,0,326,us,moderado
us7000snv8,2026-05-27T11:49:28,31.3751,140.6955,65.3,4.6,mb,"Izu Islands, Japan region",reviewed,0,326,us,moderado
us7000snyb,2026-05-27T21:37:38,-58.1685,-26.017,98.8,4.6,mb,South Sandwich Islands region,reviewed,0,326,us,moderado
us7000sp6e,2026-05-28T20:59:11,-8.0054,109.0459,81.1,4.6,mb,"31 km S of Cilacap, Indonesia",reviewed,0,326,us,moderado
us7000sp8f,2026-05-29T08:15:11,41.6125,73.9414,10.0,4.6,mb,"24 km NNW of Kazarman, Kyrgyzstan",reviewed,0,326,us,moderado
us7000spar,2026-05-29T13:37:13,43.923,147.967,35.0,4.6,mb,"101 km E of Shikotan, Russia",reviewed,0,326,us,moderado
us7000spdj,2026-05-29T16:47:49,-24.9835,179.7888,499.4,4.6,mb,south of the Fiji Islands,reviewed,0,326,us,moderado
us7000sphm,2026-05-30T05:48:13,6.1379,126.802,10.0,4.6,mb,"73 km ESE of Pondaguitan, Philippines",reviewed,0,326,us,moderado
us7000spit,2026-05-30T13:15:09,6.018,126.6311,10.0,4.6,mb,"62 km SE of Pondaguitan, Philippines",reviewed,0,326,us,moderado
us7000spj5,2026-05-30T14:21:09,16.3879,119.2212,10.0,4.6,mb,"63 km W of Catuday, Philippines",reviewed,0,326,us,moderado
us7000spn5,2026-05-31T10:51:46,12.0691,-88.2835,10.0,4.6,mb,"117 km SW of Jiquilillo, Nicaragua",reviewed,0,326,us,moderado
us7000spp6,2026-05-31T15:03:32,7.5655,91.8273,10.0,4.6,mb,"Nicobar Islands, India region",reviewed,0,326,us,moderado
us7000spqe,2026-05-31T21:41:54,-19.7215,-177.7737,559.6,4.6,mb,Fiji region,reviewed,0,326,us,moderado
us7000shqp,2026-05-02T06:22:43,-21.7574,-68.7503,116.9,4.6,mb,"78 km SW of Ollagüe, Chile",reviewed,0,326,us,moderado
us7000shrs,2026-05-02T08:36:33,31.0405,138.4663,391.7,4.6,mb,"Izu Islands, Japan region",reviewed,0,326,us,moderado
us7000shti,2026-05-02T14:15:34,-4.3489,152.7918,61.5,4.6,mb,"58 km E of Kokopo, Papua New Guinea",reviewed,0,326,us,moderado
us7000shtq,2026-05-02T15:00:32,-9.7524,107.9878,10.0,4.6,mb,"250 km SSW of Cilacap, Indonesia",reviewed,0,326,us,moderado
us7000shyf,2026-05-02T19:50:46,-63.0509,146.0546,10.0,4.6,mb,south of Australia,reviewed,0,326,us,moderado
us7000shup,2026-05-02T20:29:54,-15.0835,-175.5446,10.0,4.6,mb,"210 km SSE of Mata-Utu, Wallis and Futuna",reviewed,0,326,us,moderado
us7000shwv,2026-05-03T04:40:18,-4.6701,152.8769,10.0,4.6,mb,"76 km ESE of Kokopo, Papua New Guinea",reviewed,0,326,us,moderado
us7000shze,2026-05-03T16:36:11,-18.5701,-175.6284,265.2,4.6,mb,"173 km W of Neiafu, Tonga",reviewed,0,326,us,moderado
us7000shzi,2026-05-03T16:51:55,1.0726,126.7291,53.2,4.6,mb,"79 km WNW of Ternate, Indonesia",reviewed,0,326,us,moderado
us7000si03,2026-05-03T18:39:57,41.3308,83.9777,10.0,4.6,mb,"97 km ESE of Kuqa, China",reviewed,0,326,us,moderado
us7000si08,2026-05-03T19:20:09,54.1507,-162.8952,41.3,4.6,mwr,"85 km SSE of False Pass, Alaska",reviewed,0,326,us,moderado
us7000si40,2026-05-04T09:06:20,-29.4719,-68.0272,10.0,4.6,mb,"61 km WSW of Chilecito, Argentina",reviewed,0,326,us,moderado
us7000si47,2026-05-04T10:02:29,46.7345,152.867,35.0,4.6,mb,Kuril Islands,reviewed,0,326,us,moderado
us7000si5h,2026-05-04T16:03:03,29.5951,102.0832,10.0,4.6,mb,"46 km SSE of Kangding, China",reviewed,0,326,us,moderado
us7000siaj,2026-05-05T02:01:18,47.9105,156.0723,10.0,4.6,mb,east of the Kuril Islands,reviewed,0,326,us,moderado
us6000svgp,2026-05-05T23:10:51,7.9419,126.8754,35.0,4.6,mb,"45 km NE of Kinablangan, Philippines",reviewed,0,326,us,moderado
us6000svkt,2026-05-06T08:19:31,-30.1713,-72.0717,10.0,4.6,mwr,"74 km WSW of Coquimbo, Chile",reviewed,0,326,us,moderado
us6000svma,2026-05-06T10:04:22,28.0493,56.8077,10.0,4.6,mb,"93 km ESE of Ḩājjīābād, Iran",reviewed,0,326,us,moderado
us6000svp7,2026-05-06T15:17:33,28.8263,95.9696,10.0,4.6,mb,"100 km NW of Hayuliang, India",reviewed,0,326,us,moderado
us6000sxpw,2026-05-06T16:56:25,-43.5674,91.9234,10.0,4.6,mb,southeast Indian Ridge,reviewed,0,326,us,moderado
us6000sxpy,2026-05-06T18:09:41,-11.6819,166.5311,144.0,4.6,mb,"132 km SE of Lata, Solomon Islands",reviewed,0,326,us,moderado
us6000svsx,2026-05-06T22:06:49,-2.2707,-79.1824,97.2,4.6,mb,"24 km NE of La Troncal, Ecuador",reviewed,0,326,us,moderado
us6000sxdj,2026-05-07T02:30:11,-27.5252,82.2998,10.0,4.6,mb,South Indian Ocean,reviewed,0,326,us,moderado
us6000svuv,2026-05-07T04:15:23,51.3925,159.9,10.0,4.6,mb,"199 km SSE of Vilyuchinsk, Russia",reviewed,0,326,us,moderado
us6000sxdv,2026-05-07T13:57:40,-13.775,174.9824,10.0,4.6,mb,Fiji region,reviewed,0,326,us,moderado
us6000sw5i,2026-05-08T03:53:33,10.2011,91.4667,10.0,4.6,mb,"214 km SW of Port Blair, India",reviewed,0,326,us,moderado
us6000sw9y,2026-05-08T09:32:03,-3.0223,147.9244,10.0,4.6,mb,"131 km SSE of Lorengau, Papua New Guinea",reviewed,0,326,us,moderado
us6000sw6x,2026-05-08T12:13:21,-3.0594,147.7629,10.0,4.6,mb,"125 km SSE of Lorengau, Papua New Guinea",reviewed,0,326,us,moderado
us6000swak,2026-05-08T17:10:18,39.8945,143.2563,35.0,4.6,mb,"116 km ENE of Miyako, Japan",reviewed,0,326,us,moderado
us6000sxeq,2026-05-08T17:54:47,-36.6979,176.9745,10.0,4.6,mb,"104 km ENE of Pauanui, New Zealand",reviewed,0,326,us,moderado
us6000swx6,2026-05-02T03:15:38,28.9109,142.5698,10.0,4.5,mb,"Bonin Islands, Japan region",reviewed,0,312,us,moderado
us6000swxf,2026-05-02T05:33:28,16.6987,95.4164,10.0,4.5,mb,"25 km W of Maubin, Burma (Myanmar)",reviewed,0,312,us,moderado
us6000swxr,2026-05-02T13:37:23,5.2447,-76.2871,104.4,4.5,mb,"23 km SE of Bagadó, Colombia",reviewed,0,312,us,moderado
us7000shxy,2026-05-02T16:12:19,16.6596,-48.0834,10.0,4.5,mb,North Atlantic Ocean,reviewed,0,312,us,moderado
us6000svjx,2026-05-03T00:13:54,-27.6736,-176.8638,27.9,4.5,mb,Kermadec Islands region,reviewed,0,312,us,moderado
us6000sx5m,2026-05-03T00:58:43,-5.9862,152.2224,10.0,4.5,mb,"181 km S of Kokopo, Papua New Guinea",reviewed,0,312,us,moderado
us7000shxg,2026-05-03T07:07:10,28.9796,142.554,10.0,4.5,mb,"Bonin Islands, Japan region",reviewed,0,312,us,moderado
us7000si0r,2026-05-03T20:55:00,3.6792,126.8358,51.7,4.5,mb,"244 km SE of Sarangani, Philippines",reviewed,0,312,us,moderado
us6000sxfw,2026-05-04T05:42:39,-32.7235,-178.6234,35.0,4.5,mb,south of the Kermadec Islands,reviewed,0,312,us,moderado
us7000si2w,2026-05-04T05:55:42,38.6216,73.7438,106.1,4.5,mb,"53 km NNW of Murghob, Tajikistan",reviewed,0,312,us,moderado
us7000si4v,2026-05-04T13:50:43,11.5618,-86.9192,45.8,4.5,mb,"50 km WSW of Masachapa, Nicaragua",reviewed,0,312,us,moderado
us6000sxga,2026-05-04T15:30:01,16.5031,-98.0645,35.0,4.5,mb,"4 km S of San Antonio Tepetlapa, Mexico",reviewed,0,313,us,moderado
us7000si7l,2026-05-04T17:38:27,-4.623,153.4628,80.0,4.5,mb,"136 km ESE of Kokopo, Papua New Guinea",reviewed,0,312,us,moderado
us7000si80,2026-05-04T19:14:25,51.7585,176.1302,10.0,4.5,mb,"234 km ESE of Attu Station, Alaska",reviewed,0,312,us,moderado
us7000si8q,2026-05-04T20:39:33,28.3447,54.1781,10.0,4.5,mb,"57 km SW of Dārāb, Iran",reviewed,0,312,us,moderado
us6000sxgi,2026-05-04T22:58:52,-6.5631,129.8923,153.6,4.5,mb,Banda Sea,reviewed,0,312,us,moderado
us7000si9y,2026-05-05T00:16:51,-25.9562,130.7032,10.0,4.5,mb,"84 km SSW of Yulara, Australia",reviewed,0,312,us,moderado
us7000sibh,2026-05-05T03:32:55,1.3299,126.6506,35.0,4.5,mb,"101 km NW of Ternate, Indonesia",reviewed,0,312,us,moderado
us7000sibr,2026-05-05T04:10:49,25.3328,96.5593,10.0,4.5,mb,"84 km W of Myitkyina, Burma (Myanmar)",reviewed,0,312,us,moderado
us7000side,2026-05-05T07:16:32,1.2799,126.4461,35.0,4.5,mb,"117 km WNW of Ternate, Indonesia",reviewed,0,312,us,moderado
us7000sie8,2026-05-05T09:37:39,-36.5735,177.2913,10.0,4.5,mwr,"136 km ENE of Pauanui, New Zealand",reviewed,0,312,us,moderado
us7000sier,2026-05-05T12:31:08,-36.69,177.2096,10.0,4.5,mb,"125 km ENE of Pauanui, New Zealand",reviewed,0,312,us,moderado
us7000siex,2026-05-05T13:46:52,-6.5784,130.1335,156.2,4.5,mb,Banda Sea,reviewed,0,312,us,moderado
us6000svbx,2026-05-05T15:38:02,-7.5963,129.7908,63.7,4.5,mb,"Kepulauan Babar, Indonesia",reviewed,0,312,us,moderado
us6000svh0,2026-05-06T00:08:38,-4.5476,153.6755,105.8,4.5,mb,"157 km E of Kokopo, Papua New Guinea",reviewed,0,312,us,moderado
us6000sxpc,2026-05-06T07:12:19,-23.2629,172.0771,10.0,4.5,mb,southeast of the Loyalty Islands,reviewed,0,312,us,moderado
us6000sxpu,2026-05-06T15:12:20,51.4582,159.8184,10.0,4.5,mb,"190 km SSE of Vilyuchinsk, Russia",reviewed,0,312,us,moderado
us6000svwk,2026-05-07T11:32:01,51.8366,158.6642,87.9,4.5,mb,"123 km S of Vilyuchinsk, Russia",reviewed,0,312,us,moderado
us6000swa1,2026-05-08T13:31:24,-2.9759,147.5175,10.0,4.5,mb,"107 km SSE of Lorengau, Papua New Guinea",reviewed,0,312,us,moderado
us6000sy0e,2026-05-08T13:43:54,-2.9893,147.9086,10.0,4.5,mb,"127 km SE of Lorengau, Papua New Guinea",reviewed,0,312,us,moderado
us6000syb1,2026-05-17T01:35:32,-23.6354,-67.7526,144.1,4.5,mb,"92 km SSE of San Pedro de Atacama, Chile",reviewed,0,312,us,moderado
us6000sybb,2026-05-17T03:20:37,-39.6956,178.891,10.0,4.5,mb,"132 km SSE of Wainui, New Zealand",reviewed,0,312,us,moderado
us6000sydj,2026-05-17T13:16:27,-18.5858,-175.6317,275.1,4.5,mb,"174 km W of Neiafu, Tonga",reviewed,0,312,us,moderado
us6000sydk,2026-05-17T13:28:25,-23.357,-66.6786,200.9,4.5,mb,"102 km NNW of San Antonio de los Cobres, Argentina",reviewed,0,312,us,moderado
us6000szjf,2026-05-17T23:23:57,24.6105,123.8879,10.0,4.5,mb,"40 km NW of Ishigaki, Japan",reviewed,0,312,us,moderado
us6000syfr,2026-05-17T23:38:30,-22.4843,-66.2438,255.6,4.5,mb,"62 km WNW of Abra Pampa, Argentina",reviewed,0,312,us,moderado
us6000syq4,2026-05-19T10:23:35,40.883,142.4521,70.5,4.5,mb,"91 km ENE of Hachinohe, Japan",reviewed,0,312,us,moderado
us6000sytr,2026-05-19T19:32:57,1.92,128.2466,139.1,4.5,mb,"33 km NE of Tobelo, Indonesia",reviewed,0,312,us,moderado
us6000syva,2026-05-19T23:11:56,36.3152,137.077,262.1,4.5,mb,"25 km NW of Takayama, Japan",reviewed,0,312,us,moderado
us6000syw1,2026-05-20T02:32:49,-16.0035,-176.2457,366.8,4.5,mb,"262 km W of Hihifo, Tonga",reviewed,0,312,us,moderado
us6000syvz,2026-05-20T02:34:06,-28.2623,-66.1482,10.0,4.5,mb,"6 km N of Mutquín, Argentina",reviewed,0,312,us,moderado
us6000syxi,2026-05-20T08:06:34,41.3154,83.5113,10.0,4.5,mb,"65 km SE of Kuqa, China",reviewed,0,312,us,moderado
us6000sz0k,2026-05-20T16:53:34,-19.4154,169.4819,260.0,4.5,mb,"25 km ENE of Isangel, Vanuatu",reviewed,0,312,us,moderado
us6000szg7,2026-05-22T09:20:03,8.8755,-83.3957,38.2,4.5,mb,"17 km SE of Puerto Cortés, Costa Rica",reviewed,0,312,us,moderado
us6000szgr,2026-05-22T12:46:12,52.3981,-171.8188,10.0,4.5,mb,"164 km E of Atka, Alaska",reviewed,0,312,us,moderado
us6000sznd,2026-05-22T23:39:09,17.1707,-46.5003,10.0,4.5,mb,northern Mid-Atlantic Ridge,reviewed,0,312,us,moderado
us6000szp0,2026-05-23T08:44:52,-2.6369,-77.5345,114.6,4.5,mb,"73 km ESE of Sucúa, Ecuador",reviewed,0,312,us,moderado
us6000szrb,2026-05-23T15:50:15,-19.4597,-177.7149,569.7,4.5,mb,Fiji region,reviewed,0,312,us,moderado
us6000szvr,2026-05-24T06:01:25,-6.3105,130.1581,152.1,4.5,mb,"296 km WSW of Tual, Indonesia",reviewed,0,312,us,moderado
us6000szw2,2026-05-24T06:51:34,43.1143,146.4462,66.0,4.5,mb,"74 km ESE of Nemuro, Japan",reviewed,0,312,us,moderado
us6000szwl,2026-05-24T09:45:22,51.8635,-170.4872,10.0,4.5,mb,"162 km SW of Nikolski, Alaska",reviewed,0,312,us,moderado
us6000t03v,2026-05-25T16:48:12,-0.0787,134.5828,10.0,4.5,mb,"104 km NNE of Manokwari, Indonesia",reviewed,0,312,us,moderado
us6000t04x,2026-05-25T22:11:40,-22.3868,-68.7974,123.3,4.5,mb,"15 km ENE of Calama, Chile",reviewed,0,312,us,moderado
us6000swcc,2026-05-08T21:15:06,-22.9658,178.995,572.0,4.5,mb,south of the Fiji Islands,reviewed,0,312,us,moderado
us6000swhx,2026-05-09T20:26:10,8.8156,-82.5942,10.0,4.5,mb,"4 km SSW of Cerro Punta, Panama",reviewed,0,312,us,moderado
us6000swkj,2026-05-10T03:03:39,37.3482,144.5078,10.0,4.5,mb,"295 km ESE of Onagawa Chō, Japan",reviewed,0,312,us,moderado
us6000swr0,2026-05-10T15:53:23,0.5505,126.1854,35.0,4.5,mb,"136 km WSW of Ternate, Indonesia",reviewed,0,312,us,moderado
us6000swss,2026-05-10T21:08:23,17.9018,145.7075,230.2,4.5,mb,"297 km N of Saipan, Northern Mariana Islands",reviewed,0,312,us,moderado
us6000swvu,2026-05-10T22:51:05,-25.3692,179.7053,519.1,4.5,mb,south of the Fiji Islands,reviewed,0,312,us,moderado
us6000sx2w,2026-05-12T04:08:24,52.1738,160.8367,10.0,4.5,mb,"179 km SE of Petropavlovsk-Kamchatsky, Russia",reviewed,0,312,us,moderado
us6000sz0c,2026-05-12T05:33:00,36.8731,143.843,10.0,4.5,mb,"256 km ESE of Tomioka, Japan",reviewed,0,312,us,moderado
us6000sxdu,2026-05-13T09:21:48,13.1585,-87.8136,197.7,4.5,mb,"17 km SSE of Conchagua, El Salvador",reviewed,0,312,us,moderado
us6000sxf6,2026-05-13T12:50:34,-15.448,-173.3698,10.0,4.5,mb,"72 km NE of Hihifo, Tonga",reviewed,0,312,us,moderado
us6000sz8b,2026-05-13T21:48:17,-43.3876,91.8016,10.0,4.5,mb,southeast Indian Ridge,reviewed,0,312,us,moderado
us6000sxke,2026-05-14T01:33:25,51.9997,-30.7976,10.0,4.5,mb,northern Mid-Atlantic Ridge,reviewed,0,312,us,moderado
us6000sxx5,2026-05-14T23:09:28,-40.6111,-16.6884,10.0,4.5,mb,southern Mid-Atlantic Ridge,reviewed,0,312,us,moderado
us6000sy49,2026-05-15T22:20:24,-17.8835,-178.7113,560.0,4.5,mb,"209 km E of Levuka, Fiji",reviewed,0,312,us,moderado
us6000szhi,2026-05-16T11:57:10,-41.7889,-83.7856,10.0,4.5,mb,West Chile Rise,reviewed,0,312,us,moderado
us6000szhj,2026-05-16T12:49:53,-17.8721,169.1056,10.0,4.5,mb,"85 km E of Port-Vila, Vanuatu",reviewed,0,312,us,moderado
us6000t06f,2026-05-26T06:27:45,51.6034,75.4212,10.0,4.5,mb,"15 km SSE of Ekibastuz, Kazakhstan",reviewed,0,312,us,moderado
us6000t08d,2026-05-26T14:07:51,23.7982,94.8304,112.8,4.5,mb,"46 km ENE of Mawlaik, Burma (Myanmar)",reviewed,0,312,us,moderado
us7000snpl,2026-05-26T19:49:07,4.1454,97.5369,28.2,4.5,mb,"59 km SW of Langsa, Indonesia",reviewed,0,312,us,moderado
us7000snpq,2026-05-26T20:21:01,38.8774,141.9779,62.2,4.5,mb,"31 km SE of Ōfunato, Japan",reviewed,0,312,us,moderado
us7000snrw,2026-05-27T01:23:41,-21.3812,-179.4554,614.9,4.5,mb,Fiji region,reviewed,0,312,us,moderado
us7000snvc,2026-05-27T12:23:38,-21.2807,-68.6182,120.6,4.5,mb,"38 km W of Ollagüe, Chile",reviewed,0,312,us,moderado
